0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.11532831,0.026279015,-0.18310174,0.06531627,0.11048247,0.22896412,-0.27591473,-0.14187044,-0.1250474,-0.2010969,-0.0316976,-0.15501103,0.0032635042,0.019619133,0.17784132,0.019294523,-0.02684378,0.06051565,0.16864252,0.05455388,-0.025710166,-0.012520968,-0.06141509,-0.20514339,0.0037594289,-0.010127742,-0.47201684,-0.08215396,-0.05940273,0.102796435,-0.1714201,-1.4082555
0.054724235,-0.15731442,-0.10456475,0.08505825,-0.18507554,0.15850408,-0.14682274,-0.06770151,0.027593803,-0.11236754,-0.1984415,0.053715132,0.045876674,0.15989834,0.09833664,-0.13910148,0.13641734,0.084760025,0.20620999,-0.09452226,0.08624484,-0.07044317,0.17134841,0.009563755,-0.10451616,-0.08323767,-0.6082058,-0.11435968,-0.10177243,-0.1606615,1.7549843e-05,-1.8773607
-0.3337081,0.27033788,-0.32776114,0.45789942,0.1530569,0.31182393,-0.1895575,-0.3526756,-0.025804386,0.09192162,0.17727152,-0.5614956,0.2890576,-0.48474127,0.32402852,0.19212015,-0.06951942,0.033647627,0.009395223,-0.4196194,-0.37722194,-0.19354327,-0.5353027,-0.36691228,-0.052032337,-0.10705619,0.89159214,-0.11896515,-0.10350157,0.7360715,-0.49781176,-0.6039806
-0.13948412,0.055992335,-0.21924517,0.344763,0.06972641,0.209706,-0.2752116,0.0573697,0.09842321,-0.07843202,0.023670103,-0.31866452,0.121313654,-0.20120388,0.25290436,0.104663804,-0.03066823,-0.013156068,-0.02626133,-0.21268505,-0.26152235,0.13798824,-0.65306383,0.08410278,0.012066554,-0.1116459,1.3938241,0.061719682,-0.2200252,0.3083381,-0.12941255,-0.6440083
-0.21999879,0.23230821,-0.1266831,0.2005148,0.19392738,0.25756657,-0.20135492,-0.22153404,-0.16992834,-0.11981005,0.07023977,-0.32839108,0.12530556,-0.20145601,0.18778643,0.113888845,0.024079856,0.07033613,0.09513018,-0.1945217,-0.17537923,-0.23429391,-0.10692684,-0.24271175,-0.0049719885,0.076575436,0.71159685,-0.16276135,-0.1966745,0.2575276,-0.32803792,-1.2050042
-0.0063676722,-0.034313805,0.026615344,0.005817957,0.15556763,0.097176015,-0.15497687,0.09847133,0.022383843,-0.12503785,-0.042314656,-0.04343482,0.009267758,0.12142441,0.0049053095,0.05463924,-0.023038877,0.047136087,-0.016131546,0.071999416,0.016348675,-0.0074567087,-0.0643885,0.13121748,0.035392832,0.039012454,0.9556533,-0.021731464,-0.073796906,-0.03402634,-0.06187407,-0.55596846
-0.17128192,0.07770417,-0.15357034,0.19767252,0.19790278,0.1870393,-0.2634919,-0.08239765,-0.06952468,-0.12591203,0.005611143,-0.24439487,0.086584836,-0.10021266,0.15608305,0.10121066,0.0017117672,0.0065349527,0.0018254779,-0.12495818,-0.1670874,-0.096105106,-0.26202387,-0.09171523,0.059068844,0.034075182,1.111449,-0.058033694,-0.21969956,0.18659239,-0.2595314,-1.0125642
-0.061470862,0.038433,-0.11874219,0.13645792,0.13817637,0.19238429,-0.21687113,-0.07732289,-0.06786996,-0.15625706,-0.016486567,-0.19221884,0.051729962,-0.020092037,0.11957537,0.0567606,0.006592611,0.0381292,0.063807316,-0.04741776,-0.12635356,-0.06543442,-0.19484039,-0.13143323,0.048534695,-0.0016115718,0.5287883,-0.07525772,-0.11487886,0.13796775,-0.11564945,-1.2119604
-0.14182071,0.13360898,-0.16997129,0.24573219,0.08637187,0.1836299,-0.18663003,-0.1581138,0.011526211,-0.025151236,0.04878344,-0.28371608,0.14091016,-0.19589981,0.1785361,0.075630926,0.0032270886,0.043260623,0.007540863,-0.17209437,-0.09695476,-0.09024429,-0.16055219,-0.24592417,0.018042792,-0.015560113,0.588928,-0.10975243,-0.118229866,0.25615108,-0.26240852,-0.73946345
-0.06982286,0.022966063,-0.14044723,0.21832663,0.06060161,0.17265551,-0.19661565,-0.110415466,0.011116597,-0.10241514,-0.028522957,-0.22627327,0.08189687,-0.10831675,0.14613666,0.040969968,0.055276677,0.02740512,0.03400501,-0.16704631,-0.13370152,-0.08222819,-0.1173545,-0.18218961,0.015152872,-0.02716127,0.34114644,-0.040191103,-0.16709411,0.16226979,-0.18973729,-1.3488718
-0.18661676,0.067929015,-0.2113823,0.37165168,0.14885734,0.24149244,-0.20879091,-0.07952919,0.0419604,-0.057108052,0.086647645,-0.3844223,0.1627903,-0.26546004,0.21172905,0.1671811,-0.03371553,0.043393966,-0.029945634,-0.22982943,-0.22424486,0.020967508,-0.56532425,-0.14162204,0.022822443,-0.083874814,1.0388191,-0.059329417,-0.15351288,0.44703674,-0.29147586,-0.71733105
0.05328739,-0.05938486,0.027461803,0.02431468,0.025377724,0.114062145,-0.06343844,0.0061040167,0.013642467,-0.16971676,-0.07868473,-0.013428658,-0.021481901,0.10518046,-0.008625995,-0.035180464,0.048706546,0.063894235,0.09488887,0.039279923,-0.0172473,-0.07206483,0.115134105,-0.062787555,-0.0009679422,-0.056433797,-0.2444871,-0.035196796,-0.04330237,-0.077508345,0.015261553,-1.2995762
-0.084202364,-0.036921903,0.05047011,0.14364403,0.10060285,0.020457692,-0.086712964,0.45124158,0.17840572,0.047722608,-0.087811366,-0.011195881,-0.009603239,-0.0578125,0.037321504,-0.046832826,-0.08264057,-0.07361761,-0.0037937164,-0.056534395,-0.044210795,0.16735935,-0.59212095,0.45086804,-0.14214411,-0.112284355,1.303775,0.10814157,-0.002258962,0.13370906,0.099727295,0.48344204
0.07565425,0.037808336,0.1242638,-0.008333642,0.19703428,-0.04130401,-0.0915279,0.51851034,0.15257303,0.04015632,-0.120939486,0.13437866,-0.09056929,0.008744527,-0.058077827,-0.059335425,-0.16220187,-0.047978885,0.071971,0.0034835152,0.034357652,0.14081936,-0.31446224,0.40620244,-0.072500095,-0.03574644,1.6413887,-0.0050272755,0.048201542,-0.16638148,0.1938118,0.24554572
0.09762755,0.10702249,0.017455751,0.07455584,0.11559543,-0.06560053,0.04217992,-0.09956501,-0.11062601,-0.0002394449,0.05168263,-0.026524771,-0.010569246,-0.12883495,-0.09794581,0.048089564,-0.12625585,0.046702567,0.118666984,-0.09188046,-0.028492417,-0.0984042,-0.095043674,-0.16824988,0.07277019,0.1190342,-0.4364949,-0.15513195,0.09333064,0.070583895,-0.058525737,0.10353181
0.0027887598,0.08768017,0.0064829863,0.20833656,0.12795551,-0.04007901,0.08610466,0.2059448,0.16534798,0.1242689,0.040948182,-0.22170952,-0.040796265,-0.26573062,-0.02935557,-0.04942966,-0.18080686,0.07019119,0.05383575,-0.15522116,-0.11246574,0.12016783,-0.4711129,0.077733636,-0.089141116,-0.13212517,1.4375412,-0.11668575,0.072720304,0.26871634,0.01076626,1.0199001
-0.036264446,0.03232208,0.01947142,0.14930314,0.09431119,0.017153766,-0.08645436,0.34148932,0.12049614,0.07079003,-0.09868792,0.0006009266,-0.026403654,-0.13058797,0.05814181,-0.03567975,-0.0957141,-0.089680485,0.052026697,-0.12758768,-0.056877118,0.07767626,-0.41707176,0.24846894,-0.10541071,-0.09896549,1.2090704,0.04686146,0.019501884,0.03645955,0.07217378,0.07513207
